dur_ns,ecdf
10894038,0.0013333333333333333
10894038,0.0026666666666666666
11036224,0.004
11181346,0.005333333333333333
11279093,0.006666666666666667
11345024,0.008
11389683,0.009333333333333334
11413918,0.010666666666666666
11443233,0.012
11465056,0.013333333333333334
11477792,0.014666666666666666
11489163,0.016
11504498,0.017333333333333333
11658347,0.018666666666666668
12309760,0.02
12997270,0.021333333333333333
13008174,0.02266666666666667
13026358,0.024
13026358,0.025333333333333333
13027228,0.02666666666666667
13033079,0.028
13038740,0.029333333333333333
13038740,0.030666666666666665
13039176,0.032
13039176,0.03333333333333333
13041095,0.034666666666666665
13045905,0.036
13045905,0.037333333333333336
13045918,0.03866666666666667
13046378,0.04
13046390,0.04133333333333333
13048354,0.042666666666666665
13049577,0.044
13050087,0.04533333333333334
13050087,0.04666666666666667
13050087,0.048
13050100,0.04933333333333333
13050548,0.050666666666666665
13050560,0.052
13054060,0.05333333333333334
13054060,0.05466666666666667
13054060,0.056
13054073,0.05733333333333333
13054521,0.058666666666666666
13054533,0.06
13055019,0.06133333333333333
13057243,0.06266666666666666
13057243,0.064
13057254,0.06533333333333333
13057254,0.06666666666666667
13057255,0.068
13057715,0.06933333333333333
13057715,0.07066666666666667
13058150,0.072
13058599,0.07333333333333333
13058599,0.07466666666666667
13058612,0.076
13058624,0.07733333333333334
13058624,0.07866666666666666
13058624,0.08
13059072,0.08133333333333333
13059084,0.08266666666666667
13060171,0.084
13060171,0.08533333333333333
13060184,0.08666666666666667
13060184,0.088
13060184,0.08933333333333333
13060184,0.09066666666666667
13060632,0.092
13060644,0.09333333333333334
13061409,0.09466666666666666
13061409,0.096
13061409,0.09733333333333333
13061422,0.09866666666666667
13061422,0.1
13061422,0.10133333333333333
13061422,0.10266666666666667
13061831,0.104
13061843,0.10533333333333333
13061843,0.10666666666666667
13061844,0.108
13061844,0.10933333333333334
13061844,0.11066666666666666
13061844,0.112
13061870,0.11333333333333333
13061882,0.11466666666666667
13062304,0.116
13062304,0.11733333333333333
13062536,0.11866666666666667
13062536,0.12
13062548,0.12133333333333333
13062561,0.12266666666666666
13062561,0.124
13062561,0.12533333333333332
13062561,0.12666666666666668
13063009,0.128
13063021,0.12933333333333333
13063026,0.13066666666666665
13063187,0.132
13063187,0.13333333333333333
13063188,0.13466666666666666
13063200,0.136
13063200,0.13733333333333334
13063200,0.13866666666666666
13063200,0.14
13063648,0.14133333333333334
13063660,0.14266666666666666
13064265,0.144
13064265,0.14533333333333334
13064278,0.14666666666666667
13064278,0.148
13064278,0.14933333333333335
13064278,0.15066666666666667
13064278,0.152
13064419,0.15333333333333332
13064435,0.15466666666666667
13064447,0.156
13064447,0.15733333333333333
13064448,0.15866666666666668
13064448,0.16
13064448,0.16133333333333333
13064448,0.16266666666666665
13064448,0.164
13064726,0.16533333333333333
13064738,0.16666666666666666
13064773,0.168
13064773,0.16933333333333334
13064786,0.17066666666666666
13064798,0.172
13064798,0.17333333333333334
13064798,0.17466666666666666
13064798,0.176
13064798,0.17733333333333334
13064869,0.17866666666666667
13064869,0.18
13064882,0.18133333333333335
13064882,0.18266666666666667
13064882,0.184
13064882,0.18533333333333332
13064882,0.18666666666666668
13064882,0.188
13064908,0.18933333333333333
13064908,0.19066666666666668
13064988,0.192
13064988,0.19333333333333333
13065001,0.19466666666666665
13065001,0.196
13065001,0.19733333333333333
13065001,0.19866666666666666
13065001,0.2
13065001,0.20133333333333334
13065246,0.20266666666666666
13065258,0.204
13065330,0.20533333333333334
13065342,0.20666666666666667
13065381,0.208
13065381,0.20933333333333334
13065382,0.21066666666666667
13065382,0.212
13065382,0.21333333333333335
13065382,0.21466666666666667
13065382,0.216
13065382,0.21733333333333332
13065449,0.21866666666666668
13065461,0.22
13065686,0.22133333333333333
13065842,0.22266666666666668
13065842,0.224
13065853,0.22533333333333333
13065853,0.22666666666666666
13065878,0.228
13065878,0.22933333333333333
13065878,0.23066666666666666
13065878,0.232
13065878,0.23333333333333334
13065878,0.23466666666666666
13066326,0.236
13066338,0.23733333333333334
13066450,0.23866666666666667
13066450,0.24
13066463,0.24133333333333334
13066463,0.24266666666666667
13066463,0.244
13066463,0.24533333333333332
13066463,0.24666666666666667
13066463,0.248
13066775,0.24933333333333332
13066775,0.25066666666666665
13066776,0.252
13066788,0.25333333333333335
13066788,0.25466666666666665
13066788,0.256
13066788,0.25733333333333336
13066788,0.25866666666666666
13066788,0.26
13066818,0.2613333333333333
13066818,0.26266666666666666
13066819,0.264
13066819,0.2653333333333333
13066819,0.26666666666666666
13066819,0.268
13066819,0.2693333333333333
13066819,0.27066666666666667
13066819,0.272
13066844,0.2733333333333333
13066844,0.27466666666666667
13066856,0.276
13066868,0.2773333333333333
13066880,0.2786666666666667
13066881,0.28
13066892,0.2813333333333333
13066904,0.2826666666666667
13066911,0.284
13066916,0.2853333333333333
13066923,0.2866666666666667
13066930,0.288
13066942,0.28933333333333333
13066954,0.2906666666666667
13066966,0.292
13066978,0.29333333333333333
13066988,0.2946666666666667
13066988,0.296
13066990,0.29733333333333334
13067004,0.2986666666666667
13067004,0.3
13067004,0.30133333333333334
13067016,0.30266666666666664
13067028,0.304
13067040,0.30533333333333335
13067052,0.30666666666666664
13067053,0.308
13067064,0.30933333333333335
13067093,0.31066666666666665
13067117,0.312
13067129,0.31333333333333335
13067141,0.31466666666666665
13067153,0.316
13067165,0.31733333333333336
13067167,0.31866666666666665
13067167,0.32
13067177,0.32133333333333336
13067216,0.32266666666666666
13067216,0.324
13067216,0.3253333333333333
13067216,0.32666666666666666
13067216,0.328
13067216,0.3293333333333333
13067218,0.33066666666666666
13067218,0.332
13067220,0.3333333333333333
13067220,0.33466666666666667
13067235,0.336
13067236,0.3373333333333333
13067247,0.33866666666666667
13067248,0.34
13067259,0.3413333333333333
13067271,0.3426666666666667
13067279,0.344
13067279,0.3453333333333333
13067283,0.3466666666666667
13067295,0.348
13067304,0.34933333333333333
13067317,0.3506666666666667
13067329,0.352
13067356,0.35333333333333333
13067379,0.3546666666666667
13067379,0.356
13067382,0.35733333333333334
13067382,0.3586666666666667
13067382,0.36
13067382,0.36133333333333334
13067382,0.3626666666666667
13067382,0.364
13067414,0.36533333333333334
13067449,0.36666666666666664
13067465,0.368
13067473,0.36933333333333335
13067513,0.37066666666666664
13067564,0.372
13067564,0.37333333333333335
13067576,0.37466666666666665
13067576,0.376
13067576,0.37733333333333335
13067576,0.37866666666666665
13067576,0.38
13067576,0.38133333333333336
13067599,0.38266666666666665
13067628,0.384
13067668,0.38533333333333336
13067678,0.38666666666666666
13067700,0.388
13067764,0.3893333333333333
13067802,0.39066666666666666
13067802,0.392
13067802,0.3933333333333333
13067802,0.39466666666666667
13067802,0.396
13067802,0.3973333333333333
13067810,0.39866666666666667
13067815,0.4
13067817,0.4013333333333333
13067817,0.4026666666666667
13067818,0.404
13067883,0.4053333333333333
13067971,0.4066666666666667
13067986,0.408
13067997,0.4093333333333333
13067997,0.4106666666666667
13067999,0.412
13067999,0.41333333333333333
13067999,0.4146666666666667
13067999,0.416
13067999,0.41733333333333333
13067999,0.4186666666666667
13068070,0.42
13068178,0.42133333333333334
13068214,0.4226666666666667
13068267,0.424
13068271,0.42533333333333334
13068296,0.4266666666666667
13068309,0.428
13068326,0.42933333333333334
13068326,0.43066666666666664
13068326,0.432
13068326,0.43333333333333335
13068326,0.43466666666666665
13068326,0.436
13068394,0.43733333333333335
13068430,0.43866666666666665
13068555,0.44
13068555,0.44133333333333336
13068555,0.44266666666666665
13068568,0.444
13068576,0.44533333333333336
13068580,0.44666666666666666
13068588,0.448
13068592,0.4493333333333333
13068600,0.45066666666666666
13068604,0.452
13068612,0.4533333333333333
13068616,0.45466666666666666
13068618,0.456
13068618,0.4573333333333333
13068618,0.45866666666666667
13068618,0.46
13068618,0.4613333333333333
13068618,0.46266666666666667
13068618,0.464
13068618,0.4653333333333333
13068618,0.4666666666666667
13068620,0.468
13068620,0.4693333333333333
13068620,0.4706666666666667
13068620,0.472
13068620,0.47333333333333333
13068620,0.4746666666666667
13068620,0.476
13068620,0.47733333333333333
13068620,0.4786666666666667
13068620,0.48
13068622,0.48133333333333334
13068624,0.4826666666666667
13068628,0.484
13068634,0.48533333333333334
13068634,0.4866666666666667
13068634,0.488
13068634,0.48933333333333334
13068634,0.49066666666666664
13068634,0.492
13068634,0.49333333333333335
13068636,0.49466666666666664
13068636,0.496
13068636,0.49733333333333335
13068636,0.49866666666666665
13068638,0.5
13068638,0.5013333333333333
13068638,0.5026666666666667
13068638,0.504
13068638,0.5053333333333333
13068638,0.5066666666666667
13068638,0.508
13068638,0.5093333333333333
13068638,0.5106666666666667
13068643,0.512
13068643,0.5133333333333333
13068643,0.5146666666666667
13068643,0.516
13068643,0.5173333333333333
13068643,0.5186666666666667
13068643,0.52
13068643,0.5213333333333333
13068643,0.5226666666666666
13068643,0.524
13068643,0.5253333333333333
13068643,0.5266666666666666
13068643,0.528
13068643,0.5293333333333333
13068643,0.5306666666666666
13068643,0.532
13068643,0.5333333333333333
13068643,0.5346666666666666
13068651,0.536
13068651,0.5373333333333333
13068651,0.5386666666666666
13068651,0.54
13068651,0.5413333333333333
13068651,0.5426666666666666
13068651,0.544
13068651,0.5453333333333333
13068651,0.5466666666666666
13068656,0.548
13068656,0.5493333333333333
13068656,0.5506666666666666
13068656,0.552
13068656,0.5533333333333333
13068656,0.5546666666666666
13068656,0.556
13068656,0.5573333333333333
13068656,0.5586666666666666
13068658,0.56
13068658,0.5613333333333334
13068658,0.5626666666666666
13068658,0.564
13068658,0.5653333333333334
13068658,0.5666666666666667
13068658,0.568
13068658,0.5693333333333334
13068658,0.5706666666666667
13068672,0.572
13068672,0.5733333333333334
13068692,0.5746666666666667
13068748,0.576
13068758,0.5773333333333334
13068792,0.5786666666666667
13068822,0.58
13068850,0.5813333333333334
13068874,0.5826666666666667
13068887,0.584
13068925,0.5853333333333334
13068931,0.5866666666666667
13068944,0.588
13068947,0.5893333333333334
13068970,0.5906666666666667
13068985,0.592
13068997,0.5933333333333334
13069018,0.5946666666666667
13069039,0.596
13069040,0.5973333333333334
13069054,0.5986666666666667
13069090,0.6
13069098,0.6013333333333334
13069116,0.6026666666666667
13069118,0.604
13069120,0.6053333333333333
13069180,0.6066666666666667
13069214,0.608
13069223,0.6093333333333333
13069236,0.6106666666666667
13069254,0.612
13069270,0.6133333333333333
13069270,0.6146666666666667
13069280,0.616
13069285,0.6173333333333333
13069291,0.6186666666666667
13069294,0.62
13069315,0.6213333333333333
13069560,0.6226666666666667
13070336,0.624
13071028,0.6253333333333333
13072085,0.6266666666666667
13072479,0.628
13072649,0.6293333333333333
13072841,0.6306666666666667
13074393,0.632
13074572,0.6333333333333333
13075142,0.6346666666666667
13075185,0.636
13076129,0.6373333333333333
13076799,0.6386666666666667
13077254,0.64
13077529,0.6413333333333333
13077754,0.6426666666666667
13077832,0.644
13078499,0.6453333333333333
13078532,0.6466666666666666
13078654,0.648
13079075,0.6493333333333333
13079150,0.6506666666666666
13079171,0.652
13079186,0.6533333333333333
13079197,0.6546666666666666
13079197,0.656
13079197,0.6573333333333333
13079249,0.6586666666666666
13079251,0.66
13079260,0.6613333333333333
13079260,0.6626666666666666
13079260,0.664
13079262,0.6653333333333333
13079262,0.6666666666666666
13079262,0.668
13079265,0.6693333333333333
13079267,0.6706666666666666
13079269,0.672
13079274,0.6733333333333333
13079274,0.6746666666666666
13079276,0.676
13079276,0.6773333333333333
13079276,0.6786666666666666
13079278,0.68
13079278,0.6813333333333333
13079278,0.6826666666666666
13079280,0.684
13079280,0.6853333333333333
13079280,0.6866666666666666
13079282,0.688
13079285,0.6893333333333334
13079285,0.6906666666666667
13079285,0.692
13079285,0.6933333333333334
13079285,0.6946666666666667
13079285,0.696
13079287,0.6973333333333334
13079289,0.6986666666666667
13079291,0.7
13079293,0.7013333333333334
13079293,0.7026666666666667
13079293,0.704
13079298,0.7053333333333334
13079298,0.7066666666666667
13079298,0.708
13079300,0.7093333333333334
13079300,0.7106666666666667
13079300,0.712
13079302,0.7133333333333334
13079302,0.7146666666666667
13079302,0.716
13079397,0.7173333333333334
13079610,0.7186666666666667
13079610,0.72
13079610,0.7213333333333334
13079610,0.7226666666666667
13079682,0.724
13079769,0.7253333333333334
13080066,0.7266666666666667
13080077,0.728
13080086,0.7293333333333333
13080094,0.7306666666666667
13080231,0.732
13080232,0.7333333333333333
13080232,0.7346666666666667
13080232,0.736
13080232,0.7373333333333333
13080282,0.7386666666666667
13080356,0.74
13080505,0.7413333333333333
13080505,0.7426666666666667
13080505,0.744
13080505,0.7453333333333333
13080534,0.7466666666666667
13080730,0.748
13080730,0.7493333333333333
13080730,0.7506666666666667
13080730,0.752
13080823,0.7533333333333333
13080823,0.7546666666666667
13080823,0.756
13080823,0.7573333333333333
13080840,0.7586666666666667
13081025,0.76
13081025,0.7613333333333333
13081025,0.7626666666666667
13081025,0.764
13081040,0.7653333333333333
13081233,0.7666666666666667
13081233,0.768
13081233,0.7693333333333333
13081233,0.7706666666666667
13081296,0.772
13081321,0.7733333333333333
13081321,0.7746666666666666
13081321,0.776
13081321,0.7773333333333333
13081343,0.7786666666666666
13081465,0.78
13081510,0.7813333333333333
13081510,0.7826666666666666
13081510,0.784
13081510,0.7853333333333333
13081532,0.7866666666666666
13081532,0.788
13081532,0.7893333333333333
13081532,0.7906666666666666
13081581,0.792
13081581,0.7933333333333333
13081581,0.7946666666666666
13081581,0.796
13081625,0.7973333333333333
13081633,0.7986666666666666
13081633,0.8
13081633,0.8013333333333333
13081769,0.8026666666666666
13081776,0.804
13081784,0.8053333333333333
13081794,0.8066666666666666
13082048,0.808
13082080,0.8093333333333333
13082147,0.8106666666666666
13082414,0.812
13082424,0.8133333333333334
13082432,0.8146666666666667
13082439,0.816
13082460,0.8173333333333334
13082684,0.8186666666666667
13082684,0.82
13082684,0.8213333333333334
13082684,0.8226666666666667
13082842,0.824
13083008,0.8253333333333334
13083015,0.8266666666666667
13083023,0.828
13083033,0.8293333333333334
13083130,0.8306666666666667
13083218,0.832
13083298,0.8333333333333334
13083298,0.8346666666666667
13083298,0.836
13083298,0.8373333333333334
13083303,0.8386666666666667
13083360,0.84
13083391,0.8413333333333334
13083536,0.8426666666666667
13083546,0.844
13083554,0.8453333333333334
13083561,0.8466666666666667
13083569,0.848
13083623,0.8493333333333334
13083747,0.8506666666666667
13083747,0.852
13083747,0.8533333333333334
13083747,0.8546666666666667
13083753,0.856
13083757,0.8573333333333333
13083864,0.8586666666666667
13083872,0.86
13083872,0.8613333333333333
13083872,0.8626666666666667
13083961,0.864
13084010,0.8653333333333333
13084432,0.8666666666666667
13084484,0.868
13084522,0.8693333333333333
13084529,0.8706666666666667
13084536,0.872
13084536,0.8733333333333333
13084617,0.8746666666666667
13084678,0.876
13084903,0.8773333333333333
13084946,0.8786666666666667
13084946,0.88
13084955,0.8813333333333333
13084955,0.8826666666666667
13085123,0.884
13085145,0.8853333333333333
13085318,0.8866666666666667
13085386,0.888
13085431,0.8893333333333333
13085431,0.8906666666666667
13085438,0.892
13085438,0.8933333333333333
13085757,0.8946666666666667
13085796,0.896
13085796,0.8973333333333333
13085796,0.8986666666666666
13085803,0.9
13085975,0.9013333333333333
13085993,0.9026666666666666
13086178,0.904
13086319,0.9053333333333333
13086319,0.9066666666666666
13086327,0.908
13086336,0.9093333333333333
13086336,0.9106666666666666
13086510,0.912
13086781,0.9133333333333333
13087051,0.9146666666666666
13087057,0.916
13087065,0.9173333333333333
13087083,0.9186666666666666
13087083,0.92
13087145,0.9213333333333333
13087313,0.9226666666666666
13087388,0.924
13087600,0.9253333333333333
13087612,0.9266666666666666
13087622,0.928
13087639,0.9293333333333333
13087643,0.9306666666666666
13087722,0.932
13088122,0.9333333333333333
13088394,0.9346666666666666
13088567,0.936
13088630,0.9373333333333334
13088644,0.9386666666666666
13088677,0.94
13088713,0.9413333333333334
13088752,0.9426666666666667
13088879,0.944
13088985,0.9453333333333334
13089158,0.9466666666666667
13089352,0.948
13089432,0.9493333333333334
13089460,0.9506666666666667
13089530,0.952
13089616,0.9533333333333334
13089651,0.9546666666666667
13089707,0.956
13089716,0.9573333333333334
13089998,0.9586666666666667
13090065,0.96
13090174,0.9613333333333334
13090230,0.9626666666666667
13090235,0.964
13090295,0.9653333333333334
13090399,0.9666666666666667
13090404,0.968
13090663,0.9693333333333334
13090861,0.9706666666666667
13090896,0.972
13090923,0.9733333333333334
13091063,0.9746666666666667
13091063,0.976
13091249,0.9773333333333334
13091252,0.9786666666666667
13091416,0.98
13091463,0.9813333333333333
13091503,0.9826666666666667
13091664,0.984
13091696,0.9853333333333333
13091814,0.9866666666666667
13091845,0.988
13091873,0.9893333333333333
13092190,0.9906666666666667
13092333,0.992
13092423,0.9933333333333333
13092569,0.9946666666666667
13092581,0.996
13092662,0.9973333333333333
13092997,0.9986666666666667
13093053,1.0
